0,Other Operating Income,Total Income From Operations,EXPENDITURE,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,depreciat,Excise Duty,Admin. And Selling Expenses,R & D Expenses,Provisions And Contingencies,Exp. Capitalised,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Prior Year Adjustments,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Equity Dividend Rate (%),EPS Before Extra Ordinary,Basic EPS,Diluted EPS,EPS After Extra Ordinary,Basic EPS.,Diluted EPS.,Public Share Holding,No Of Shares (Crores),Share Holding (%),Promoters and Promoter Group Shareholding,a) Pledged/Encumbered,- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company),b) Non-encumbered,- Number of shares (Crores).,- Per. of shares (as a % of the total sh. of prom. and promoter group).,- Per. of shares (as a % of the total Share Cap. of the company).
Mar '22,--,1948.42,,735.95,441.18,-10.18,--,80.27,35.05,--,142.07,--,--,--,271.51,252.57,37.88,290.45,7.19,283.26,-10.63,272.63,66.44,206.19,--,--,206.19,92.16,--,--,,2.24,2.24,,2.24,2.24,,--,--,,,--,--,--,,--,--,--
Jun '22,--,2076.88,,747.94,551.55,-10.26,--,97.86,35.09,--,127.48,--,--,--,255.48,271.74,53.90,325.64,7.14,318.50,-11.10,307.40,74.57,232.83,--,--,232.83,92.16,--,--,,2.53,2.53,,2.53,2.53,,--,--,,,--,--,--,,--,--,--
Sep '22,--,2130.78,,791.57,551.73,-49.10,--,95.65,36.19,--,144.27,--,--,--,260.62,299.85,24.09,323.94,7.30,316.64,-6.95,309.69,80.17,229.52,--,--,229.52,92.16,--,--,,2.49,2.49,,2.49,2.49,,--,--,,,--,--,--,,--,--,--
Dec '22,--,2153.31,,779.59,602.03,-66.49,--,100.77,36.55,--,--,--,--,--,409.32,291.54,43.42,334.96,7.33,327.63,-8.00,319.63,82.37,237.26,--,--,237.26,92.90,--,--,,2.56,2.56,,2.56,2.56,,--,--,,,--,--,--,,--,--,--
Mar '23,--,2177.85,,765.13,567.90,3.58,--,99.74,38.07,--,--,--,--,--,389.55,313.88,37.39,351.27,7.59,343.68,-13.03,330.65,80.19,250.46,--,--,250.46,92.90,--,--,,2.70,2.70,,2.70,2.70,,--,--,,,--,--,--,,--,--,--
Jun '23,--,2316.08,,782.99,578.34,67.40,--,108.95,38.81,--,--,--,--,--,421.91,317.68,69.91,387.59,8.38,379.21,-4.95,374.26,88.81,285.45,--,--,285.45,92.90,--,--,,3.07,3.07,,3.07,3.07,,--,--,,,--,--,--,,--,--,--
Sep '23,--,2359.59,,774.61,741.57,-55.14,--,112.60,41.40,--,--,--,--,--,412.82,331.73,52.28,384.01,8.19,375.82,-14.55,361.27,93.48,267.79,--,--,267.79,92.90,--,--,,2.88,2.88,,2.88,2.88,,--,--,,,--,--,--,,--,--,--
Dec '23,--,2352.22,,735.08,664.47,7.77,--,114.46,40.87,--,--,--,--,--,421.75,367.82,34.42,402.24,14.71,387.53,-15.45,372.08,91.17,280.91,--,--,280.91,92.90,--,--,,3.02,3.02,,3.02,3.02,,--,--,,,--,--,--,,--,--,--
Mar '24,--,2610.03,,850.20,802.57,-69.41,--,128.46,45.56,--,--,--,--,--,501.23,351.42,89.19,440.61,30.76,409.85,-180.19,229.66,84.85,144.81,--,--,144.81,95.28,--,--,,1.52,1.52,,1.52,1.52,,--,--,,,--,--,--,,--,--,--
Jun '24,--,2923.41,,877.83,1005.86,-28.49,--,135.51,44.86,--,--,--,--,--,529.60,358.24,9.25,367.49,75.61,291.88,-9.60,282.28,94.20,188.08,--,--,188.08,95.28,--,--,,1.97,1.97,,1.97,1.97,,--,--,,,--,--,--,,--,--,--
