0,Other Operating Income,Total Income From Operations,EXPENDITURE,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,depreciat,Excise Duty,Admin. And Selling Expenses,R & D Expenses,Provisions And Contingencies,Exp. Capitalised,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Prior Year Adjustments,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Equity Dividend Rate (%),EPS Before Extra Ordinary,Basic EPS,Diluted EPS,EPS After Extra Ordinary,Basic EPS.,Diluted EPS.,Public Share Holding,No Of Shares (Crores),Share Holding (%),Promoters and Promoter Group Shareholding,a) Pledged/Encumbered,- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company),b) Non-encumbered,- Number of shares (Crores).,- Per. of shares (as a % of the total sh. of prom. and promoter group).,- Per. of shares (as a % of the total Share Cap. of the company).
Mar '22,1544.73,15834.39,,--,--,--,--,571.58,--,--,--,--,4.35,--,15097.78,160.68,368.07,528.75,--,528.75,--,528.75,118.90,409.85,--,-52.33,357.52,2112.62,13285.17,--,,1.75,1.75,,1.75,1.75,,--,--,,,--,--,--,,--,--,--
Jun '22,-3182.40,6664.75,,--,--,--,--,663.50,--,--,--,--,-22.71,--,5771.46,252.50,67.75,320.25,--,320.25,--,320.25,1.08,319.17,--,40.84,360.01,2113.17,13312.67,--,,1.73,1.73,,1.73,1.73,,--,--,,,--,--,--,,--,--,--
Sep '22,9782.62,22893.53,,--,--,--,--,690.65,--,--,--,--,7.07,--,21961.06,234.75,65.03,299.78,--,299.78,--,299.78,25.44,274.34,--,51.90,326.24,2149.10,10132.89,--,,1.51,1.51,,1.51,1.51,,--,--,,,--,--,--,,--,--,--
Dec '22,5171.63,19551.01,,--,--,--,--,797.54,--,--,--,--,-0.93,--,18624.80,129.60,72.19,201.79,--,201.79,--,201.79,232.10,-30.31,--,345.53,315.22,2149.18,10449.04,--,,1.48,1.48,,1.48,1.48,,--,--,,,--,--,--,,--,--,--
Mar '23,1928.17,21354.74,,--,--,--,--,897.29,--,--,--,--,-1.36,--,20842.78,-383.97,330.87,-53.10,--,-53.10,--,-53.10,162.30,-215.40,--,574.06,358.66,2149.40,10814.56,--,,1.68,1.68,,1.68,1.68,,--,--,,,--,--,--,,--,--,--
Jun '23,11860.40,23340.22,,--,--,--,--,896.79,--,--,--,--,-42.68,--,22193.51,292.60,104.14,396.74,--,396.74,--,396.74,1.26,395.48,--,19.86,415.34,2149.68,11240.54,--,,1.93,1.93,,1.93,1.93,,--,--,,,--,--,--,,--,--,--
Sep '23,8341.22,23097.18,,--,--,--,--,826.60,--,--,--,--,-9.60,--,22590.98,-310.80,123.84,-186.96,--,-186.96,--,-186.96,-657.56,470.60,--,-93.83,376.77,2150.06,11228.56,--,,1.75,1.75,,1.75,1.75,,--,--,,,--,--,--,,--,--,--
Dec '23,11650.86,26886.19,,--,--,--,--,790.10,--,--,--,--,-40.57,--,25929.88,206.78,89.63,296.41,--,296.41,--,296.41,-0.64,297.05,--,68.01,365.06,2150.66,11624.51,--,,1.70,1.70,,1.70,1.70,,--,--,,,--,--,--,,--,--,--
Mar '24,7503.99,27992.10,,--,--,--,--,726.55,--,--,--,--,3.71,--,26998.52,263.32,156.18,419.50,--,419.50,--,419.50,37.76,381.74,--,29.92,411.66,2150.94,12050.30,--,,1.91,1.91,,1.91,1.91,,--,--,,,--,--,--,,--,--,--
Jun '24,14381.57,26891.19,,--,--,--,--,694.46,--,--,--,--,3.39,--,25571.11,622.23,73.14,695.37,--,695.37,--,695.37,-78.55,773.92,--,-296.27,477.65,2150.98,12529.72,--,,2.22,2.22,,2.22,2.22,,--,--,,,--,--,--,,--,--,--
