0,Other Operating Income,Total Income From Operations,EXPENDITURE,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,depreciat,Excise Duty,Admin. And Selling Expenses,R & D Expenses,Provisions And Contingencies,Exp. Capitalised,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Prior Year Adjustments,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Equity Dividend Rate (%),EPS Before Extra Ordinary,Basic EPS,Diluted EPS,EPS After Extra Ordinary,Basic EPS.,Diluted EPS.,Public Share Holding,No Of Shares (Crores),Share Holding (%),Promoters and Promoter Group Shareholding,a) Pledged/Encumbered,- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company),b) Non-encumbered,- Number of shares (Crores).,- Per. of shares (as a % of the total sh. of prom. and promoter group).,- Per. of shares (as a % of the total Share Cap. of the company).
Mar '22,604.00,36011.00,,17096.00,68.00,1701.00,2735.00,477.00,1225.00,--,--,--,--,--,7027.00,5682.00,416.00,6098.00,1317.00,4781.00,-722.00,4059.00,1422.00,2637.00,--,--,2637.00,241.72,--,--,,10.99,10.91,,10.99,10.91,,--,--,,,--,--,--,,--,--,--
Jun '22,454.00,31105.00,,21229.00,585.00,-4729.00,3619.00,437.00,1177.00,--,--,--,--,--,6612.00,2175.00,283.00,2458.00,1030.00,1428.00,--,1428.00,472.00,956.00,--,--,956.00,241.72,--,--,,3.98,3.95,,3.98,3.95,,--,--,,,--,--,--,,--,--,--
Sep '22,414.00,32494.00,,18797.00,146.00,2810.00,3608.00,499.00,1207.00,--,--,--,--,--,4892.00,535.00,422.00,957.00,1093.00,-136.00,--,-136.00,-45.00,-91.00,--,--,-91.00,241.72,--,--,,-0.38,-0.38,,-0.38,-0.38,,--,--,,,--,--,--,,--,--,--
Dec '22,379.00,30935.00,,16887.00,89.00,-15.00,3382.00,529.00,1263.00,--,--,--,--,--,6033.00,2767.00,315.00,3082.00,1344.00,1738.00,--,1738.00,504.00,1234.00,--,--,1234.00,241.72,--,--,,5.14,5.11,,5.14,5.11,,--,--,,,--,--,--,,--,--,--
Mar '23,401.00,37153.00,,18408.00,143.00,1344.00,3233.00,510.00,1305.00,--,--,--,--,--,7268.00,4942.00,552.00,5494.00,1556.00,3938.00,--,3938.00,1100.00,2838.00,--,--,2838.00,241.72,--,--,,11.81,11.74,,11.81,11.74,,--,--,,,--,--,--,,--,--,--
Jun '23,--,32791.00,,17993.00,44.00,-921.00,2952.00,590.00,1265.00,--,--,--,--,--,7272.00,3596.00,438.00,4034.00,1457.00,2577.00,--,2577.00,872.00,1705.00,--,--,1705.00,241.00,--,--,,7.09,7.05,,7.09,7.05,,--,--,,,--,--,--,,--,--,--
Sep '23,--,33738.00,,16211.00,79.00,1294.00,2927.00,576.00,1359.00,--,--,--,--,--,5753.00,5539.00,429.00,5968.00,1531.00,4437.00,201.00,4638.00,1725.00,2913.00,--,--,2913.00,243.00,--,--,,12.02,11.96,,12.02,11.96,,--,--,,,--,--,--,,--,--,--
Dec '23,--,33310.00,,19043.00,163.00,-2687.00,--,606.00,1351.00,--,--,--,--,--,10406.00,4428.00,386.00,4814.00,1551.00,3263.00,--,3263.00,847.00,2416.00,--,--,2416.00,244.00,--,--,,9.92,9.88,,9.92,9.88,,--,--,,,--,--,--,,--,--,--
Mar '24,431.00,35341.00,,19090.00,77.00,578.00,2800.00,585.00,1460.00,--,--,--,--,--,7769.00,2982.00,451.00,3433.00,1569.00,1864.00,-240.00,1624.00,617.00,1007.00,--,--,1007.00,244.00,--,--,,4.13,4.12,,4.13,4.12,,--,--,,,--,--,--,,--,--,--
Jun '24,431.00,32654.00,,16243.00,81.00,518.00,2937.00,660.00,1460.00,--,--,--,--,--,7940.00,2815.00,396.00,3211.00,1590.00,1621.00,--,1621.00,416.00,1205.00,--,--,1205.00,244.00,--,--,,4.95,4.93,,4.95,4.93,,--,--,,,--,--,--,,--,--,--
