0,Other Operating Income,Total Income From Operations,EXPENDITURE,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,depreciat,Excise Duty,Admin. And Selling Expenses,R & D Expenses,Provisions And Contingencies,Exp. Capitalised,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Prior Year Adjustments,Extra Ordinary Items,Net Profit/(Loss) For the Period,Equity Share Capital,Reserves Excluding Revaluation Reserves,Equity Dividend Rate (%),EPS Before Extra Ordinary,Basic EPS,Diluted EPS,EPS After Extra Ordinary,Basic EPS.,Diluted EPS.,Public Share Holding,No Of Shares (Crores),Share Holding (%),Promoters and Promoter Group Shareholding,a) Pledged/Encumbered,- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company),b) Non-encumbered,- Number of shares (Crores).,- Per. of shares (as a % of the total sh. of prom. and promoter group).,- Per. of shares (as a % of the total Share Cap. of the company).
Mar '18,--,1862.92,,320.37,678.34,-18.96,--,290.86,73.14,--,--,--,--,--,378.73,140.44,5.84,146.28,62.42,83.86,--,83.86,24.22,59.64,--,--,59.64,69.56,--,--,,4.29,4.29,,4.29,4.29,,--,--,,,--,--,--,,--,--,--
Jun '18,--,1910.39,,324.22,747.31,-62.33,--,295.86,72.40,--,--,--,--,--,378.68,154.25,2.05,156.30,62.07,94.23,--,94.23,34.07,60.16,--,--,60.16,69.56,--,--,,4.32,4.32,,4.32,4.32,,--,--,,,--,--,--,,--,--,--
Sep '18,--,2090.12,,355.40,760.26,-14.93,--,311.39,73.88,--,--,--,--,--,420.19,183.93,-0.07,183.86,66.02,117.84,--,117.84,38.86,78.98,--,--,78.98,69.56,--,--,,5.68,5.68,,5.68,5.68,,--,--,,,--,--,--,,--,--,--
Dec '18,--,2169.04,,357.47,779.94,-4.51,--,340.48,76.57,--,--,--,--,--,427.80,191.29,8.11,199.40,69.00,130.40,--,130.40,43.47,86.93,--,--,86.93,69.56,--,--,,6.25,6.25,,6.25,6.25,,--,--,,,--,--,--,,--,--,--
Mar '19,--,2167.11,,354.60,761.79,9.77,--,347.36,77.04,--,--,--,--,--,427.78,188.77,2.15,190.92,70.93,119.99,--,119.99,43.31,76.68,--,--,76.68,69.56,--,--,,5.51,5.51,,5.51,5.51,,--,--,,,--,--,--,,--,--,--
Jun '19,--,2229.20,,364.70,826.43,-28.03,--,352.84,109.81,--,--,--,--,--,387.45,216.00,4.74,220.74,99.91,120.83,--,120.83,41.51,79.32,--,--,79.32,69.56,--,--,,5.70,5.70,,5.70,5.70,,--,--,,,--,--,--,,--,--,--
Sep '19,--,2463.58,,398.02,924.91,-31.32,--,380.94,120.32,--,--,--,--,--,426.61,244.10,3.94,248.04,107.69,140.35,--,140.35,49.75,90.60,--,--,90.60,69.56,--,--,,6.51,6.51,,6.51,6.51,,--,--,,,--,--,--,,--,--,--
Dec '19,--,2529.50,,397.60,968.50,-34.40,--,392.44,123.08,--,--,--,--,--,428.67,253.61,3.01,256.62,110.98,145.64,--,145.64,50.89,94.75,--,--,94.75,69.56,--,--,,6.81,6.81,,6.81,6.81,,--,--,,,--,--,--,,--,--,--
Mar '20,--,2572.15,,371.80,1034.35,-10.58,--,392.95,129.05,--,--,--,--,--,435.29,219.29,-0.77,218.52,107.29,111.23,164.35,275.58,69.98,205.60,--,--,205.60,69.56,--,--,,14.78,14.78,,14.78,14.78,,--,--,,,--,--,--,,--,--,--
Jun '20,--,1961.52,,235.99,1067.74,-133.45,--,376.78,126.44,--,--,--,--,--,373.01,-84.99,1.69,-83.30,102.62,-185.92,--,-185.92,-36.81,-149.11,--,--,-149.11,69.56,--,--,,-10.72,-10.72,,-10.72,-10.72,,--,--,,,--,--,--,,--,--,--
Sep '20,--,2414.45,,360.75,1051.20,14.59,--,336.38,116.33,--,--,--,--,--,403.31,131.89,4.79,136.68,97.15,39.53,-1.09,38.44,5.92,32.52,--,--,32.52,69.56,--,--,,2.34,2.34,,2.34,2.34,,--,--,,,--,--,--,,--,--,--
Dec '20,--,2367.01,,375.42,1025.44,-7.62,--,268.98,91.78,--,--,--,--,--,382.87,230.14,0.93,231.07,75.77,155.30,--,155.30,49.08,106.22,--,--,106.22,69.56,--,--,,7.64,7.64,,7.64,7.64,,--,--,,,--,--,--,,--,--,--
Mar '21,--,2410.07,,357.71,1010.83,-1.15,--,292.97,101.40,--,--,--,--,--,413.88,234.43,10.74,245.17,68.27,176.90,-8.00,168.90,53.38,115.52,--,--,115.52,71.89,--,--,,8.10,8.10,,8.10,8.10,,--,--,,,--,--,--,,--,--,--
Jun '21,--,2994.71,,377.70,1589.82,-125.13,--,318.03,96.00,--,--,--,--,--,443.70,294.59,8.74,303.33,63.76,239.57,-6.74,232.83,82.79,150.04,--,--,150.04,71.89,--,--,,10.44,10.44,,10.44,10.44,,--,--,,,--,--,--,,--,--,--
Sep '21,--,2823.20,,676.47,872.12,78.93,--,320.03,93.73,--,--,--,--,--,436.79,345.13,8.29,353.42,64.39,289.03,--,289.03,103.14,185.89,--,--,185.89,71.89,--,--,,12.93,12.93,,12.93,12.93,,--,--,,,--,--,--,,--,--,--
Dec '21,--,2846.17,,459.85,1203.05,-16.23,--,306.41,97.41,--,--,--,--,--,468.68,327.00,11.82,338.82,62.10,276.72,--,276.72,101.31,175.41,--,--,175.41,71.89,--,--,,12.20,12.20,,12.20,12.20,,--,--,,,--,--,--,,--,--,--
Mar '22,--,1420.73,,415.31,--,--,--,270.92,104.70,--,--,--,--,--,402.45,227.35,18.66,246.01,57.57,188.44,--,188.44,39.69,148.75,--,4.92,153.67,71.89,--,--,,10.69,10.69,,10.69,10.69,,--,--,,,--,--,--,,--,--,--
Jun '22,--,1529.69,,464.29,--,--,--,265.09,89.15,--,--,--,--,--,411.97,299.19,10.52,309.71,59.59,250.12,--,250.12,-83.02,333.14,--,--,333.14,71.89,--,--,,23.17,23.17,,23.17,23.17,,--,--,,,--,--,--,,--,--,--
Sep '22,--,1715.58,,494.56,--,--,--,316.36,91.99,--,--,--,--,--,451.59,361.08,42.91,403.99,58.40,345.59,--,345.59,66.40,279.19,--,--,279.19,71.89,--,--,,19.42,19.42,,19.42,19.42,,--,--,,,--,--,--,,--,--,--
Dec '22,--,1638.74,,464.33,--,--,--,322.46,88.86,--,--,--,--,--,435.07,328.02,55.31,383.33,60.21,323.12,--,323.12,77.53,245.59,--,--,245.59,71.89,--,--,,17.08,17.08,,17.08,17.08,,--,--,,,--,--,--,,--,--,--
Mar '23,--,1640.83,,437.93,--,--,--,335.55,96.69,--,--,--,--,--,444.15,326.51,42.77,369.28,60.60,308.68,--,308.68,81.82,226.86,--,--,226.86,71.89,--,--,,15.78,15.78,,15.78,15.78,,--,--,,,--,--,--,,--,--,--
Jun '23,--,1688.40,,461.70,--,--,--,333.40,93.10,--,--,--,--,--,475.60,324.60,17.80,342.40,60.90,281.50,--,281.50,67.40,214.10,--,--,214.10,71.90,--,--,,14.89,14.89,,14.89,14.89,,--,--,,,--,--,--,,--,--,--
Sep '23,--,1866.50,,514.20,--,--,--,357.80,93.40,--,--,--,--,--,515.40,385.70,64.60,450.30,59.60,390.70,--,390.70,95.90,294.80,--,--,294.80,71.90,--,--,,20.50,20.50,,20.50,20.50,,--,--,,,--,--,--,,--,--,--
Dec '23,--,1824.30,,496.50,--,--,--,350.10,97.20,--,--,--,--,--,527.40,353.10,51.50,404.60,60.60,344.00,--,344.00,81.20,262.80,--,--,262.80,71.90,--,--,,18.28,18.28,,18.28,18.28,,--,--,,,--,--,--,,--,--,--
Mar '24,--,1894.60,,526.60,--,--,--,383.90,115.30,--,--,--,--,--,533.70,335.10,46.00,381.10,68.70,312.40,--,312.40,73.60,238.80,--,--,238.80,71.90,--,--,,16.61,16.61,,16.61,16.61,,--,--,,,--,--,--,,--,--,--
Jun '24,--,1936.60,,536.20,--,--,--,380.70,102.90,--,--,--,--,--,548.90,367.90,27.30,395.20,63.50,331.70,--,331.70,80.00,251.70,--,--,251.70,71.90,--,--,,17.51,17.51,,17.51,17.51,,--,--,,,--,--,--,,--,--,--
