0,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
Mar 15,,,26.55,26.55,3535.41,3535.41,3561.96,,1.05,132.45,0.00,6.99,140.49,,25.07,224.38,202.73,320.14,772.32,4474.77,,,1304.77,3.95,218.18,0.00,1526.91,2.82,0.00,149.07,0.00,1678.79,,733.00,1114.90,823.03,56.66,59.16,9.23,2795.98,4474.77,,,231.13,,714.67,2.69,2.69,23.76,,14.56,,0.00,,2624.38,7.33,,13.12,,--,2.83,,--,733.00
Mar 16,,,53.09,53.09,4297.05,4297.05,4350.14,,0.47,149.20,0.00,11.57,161.24,,41.42,230.42,239.46,4.81,516.12,5027.50,,,1435.71,2.93,263.91,0.00,1702.55,2.83,0.00,203.00,0.00,1908.38,,802.52,1162.89,966.12,57.67,124.52,5.40,3119.12,5027.50,,,273.83,,844.54,1.85,1.85,17.14,,12.04,,--,,3219.80,7.24,,39.67,,--,2.83,,--,802.52
Mar 17,,,53.09,53.09,5355.82,5355.82,5408.91,,0.00,130.03,0.00,15.30,145.33,,35.74,442.30,176.52,1.28,655.84,6210.08,,,1555.70,3.25,443.57,0.00,2002.52,8.37,0.00,18.56,141.48,2170.93,,1630.72,1255.76,1002.89,66.47,5.53,77.78,4039.15,6210.08,,,388.81,,0.00,1025.95,1025.95,0.00,,1.39,,--,,--,3538.39,,39.67,,--,8.37,,1630.72,--
Mar 18,,,53.09,53.09,5906.56,5906.56,5959.65,,0.00,192.69,0.00,14.95,207.64,,63.11,405.65,170.79,0.94,640.49,6807.78,,,1989.33,6.55,119.76,0.00,2115.64,7.37,0.00,0.00,130.86,2253.87,,1889.29,1281.39,1112.11,91.48,14.86,164.78,4553.91,6807.78,,,278.90,,0.00,848.52,848.52,0.00,,55.71,,--,,--,3235.90,,39.67,,--,7.37,,1889.29,--
Mar 19,,,53.09,53.09,6920.22,6920.22,6973.31,,0.00,221.18,0.00,13.17,234.35,,105.60,483.31,242.50,1.11,832.52,8040.18,,,2083.39,4.05,491.91,0.00,2579.35,554.62,0.00,34.04,224.68,3392.69,,1398.34,1663.18,1282.24,105.20,0.11,198.42,4647.49,8040.18,,,1031.35,,0.00,1218.68,1218.68,0.00,,21.83,,--,,--,4123.76,,39.67,,547.25,7.37,,1398.34,--
Mar 20,,,53.09,53.09,7263.60,7263.60,7316.69,,0.00,273.96,0.00,20.52,294.48,,33.63,580.34,286.51,2.46,902.94,8514.11,,,2772.66,3.60,919.69,0.00,3695.95,7.37,0.00,35.00,114.62,3852.94,,971.35,1744.17,1533.21,107.36,0.09,304.99,4661.17,8514.11,,,1223.83,,0.00,1159.72,1159.72,0.00,,23.94,,--,,--,4483.23,,39.67,,--,7.37,,971.35,--
Mar 21,,,53.09,53.09,9218.48,9218.48,9271.57,,0.00,338.06,0.00,25.25,363.31,,0.35,748.78,337.25,2.51,1088.89,10723.77,,,3694.06,4.95,710.62,0.00,4409.63,7.37,0.00,55.16,126.30,4598.46,,0.00,2042.70,1745.56,2142.01,0.00,195.04,6125.31,10723.77,,,1107.13,,0.00,1312.68,1312.68,0.00,,21.46,,--,,--,5887.74,,39.67,,--,7.37,,--,--
Mar 22,,,53.09,53.09,11638.26,11638.26,11691.35,,0.00,421.40,0.00,26.71,448.11,,0.00,771.30,392.95,4.15,1168.40,13307.86,,,4313.48,7.49,469.93,0.00,4790.90,79.37,0.00,0.00,141.63,5011.90,,0.00,2644.05,2569.90,2803.68,0.00,278.33,8295.96,13307.86,,,1259.90,,0.00,1767.55,1767.55,0.00,,27.79,,--,,--,7844.53,,39.67,,--,79.37,,--,--
Mar 23,,,53.09,53.09,12652.33,12652.33,12705.42,,0.00,537.21,0.00,30.62,567.83,,0.00,742.64,330.81,4.92,1078.37,14351.62,,,4713.48,5.28,211.88,0.00,4930.64,84.41,0.00,0.00,101.12,5116.17,,0.00,2780.45,1964.30,4187.56,0.00,303.14,9235.45,14351.62,,,736.98,,0.00,1537.81,1537.81,0.00,,33.66,,--,,--,6653.68,,39.67,,--,84.41,,--,--
Mar 24,,,53.00,53.00,13431.00,13431.00,13484.00,,0.00,582.00,0.00,37.00,619.00,,0.00,807.00,445.00,7.00,1259.00,15362.00,,,4733.00,4.00,778.00,0.00,5515.00,89.00,0.00,0.00,186.00,5790.00,,0.00,2985.00,2273.00,3961.00,0.00,353.00,9572.00,15362.00,,,1432.00,,0.00,1881.00,1881.00,0.00,,35.00,,--,,--,6687.00,,39.67,,--,89.00,,--,--
